raw_text,source
"3180-Soes Marmer 7.500,00 x3 22.500,00 1006-Roti Molen 8.000,00 x2 16.000,00 1245-Plastik Tentengan Kecil 0,00 x1 0,00 1244-Plastik Tentengan Sedang 0,00 x1 0,00 38.500,00 40.500,00 2.000,00 7",CORD-v2
"CHEESE TIME 1 43,000 3,909 43,000 50,000 7,000",CORD-v2
"medium tub 39,200.0 1 39,200.0 Rp 35,636.36 Rp 3,563.64 39,200,00 Rp 39,200.00",CORD-v2
"AOP Seafood 1 85,000 Omurice Katsu Curry 1 95,000 Earl Gray Tea 1 35,000 Hot Tea 1 25,000 240,000 21,600 26,160 287,760",CORD-v2
"SPICY WOSAM R 1 33,636 33,636 3,364 37,000 37,000",CORD-v2
"1 MIE UP BSR C 1 36,000 3,600 39,600 39,600 0",CORD-v2
Coke (L) 1 25.000 Fanta Strwbry (L) 1 25.000 XXI Java Tea Spc 1 25.000 Extra Jelly Lychee 1 5.000 Caramel Medium 1 50.000 Butter Milk Popcorn 1 38.000 Tahu Ikan Oma Giok 3 60.000 228.000 228.000 0,CORD-v2
"Mineral Water (S). 1 10,000 Popcorn Salt (S). 1 20,000 30.000 50.000 20,000",CORD-v2
"ORIGINAL 6 PCS 1 45,000 45,000 45,000 45,000",CORD-v2
"KWT GR MGMSP 43,182 TEH HANGAT 5,909 49,091 4,909 54,000 -54,000 2",CORD-v2
"CF NASI PUTIH 5,000 1X 250 - 5,000 CF NASI PUTIH 5,000 1X 250- 5,000 CF BBQ CHKN WING 15,000 1X 15,000 FILLET DORI 73,500 0.354X 1,301 - 26,019 KERUPUK KERING 11,900 1X 595- 11,900 60,523 60,523 60,523",CORD-v2
"18,000 3 54,000 54,000 100,000 46,000",CORD-v2
Kwetiaw Ayam Jamur 2 56.364 1/2 OTAK-OTAK 1 10.000 Es Cincau 1 14.545 80.909 8.091 89.000 4,CORD-v2
"TWIST DONUT 3 27,000 CRANBERRY WALNUT (S) 2 17,000 POTATO SAUSAGE BREAD 1 19,000 BLACK CHEESE HOTDOG 1 20,000 83,000 83,000",CORD-v2
Mineral Water (S) 1 10.000 Lemon Tea (L) 1 25.000 35.000 50.000 15.000,CORD-v2
Iced Sleepy Coffee 1 38.000 Pisang Goreng 1 28.000 66.000 6.600 72.600 0 72.600,CORD-v2
"THAI TEA 22,000 22,000",CORD-v2
"STIX ECLAIRS 19,000 2 38,000 38,000 38,000 50,000 12,000",CORD-v2
"PKT LELEH AYM GEPRK 1 24,999 PKT MIE LELEH 1 27,273 52,272 5,227 57,500 110,000 52,500",CORD-v2
"ES TEH TAWAR 2 10,910 Lychee Tea 1 9,091 FROZEN CAPUCINO 1 15,455 NS BISTIK AYM TP 1 35,455 NS+AYAM GR RICA 1 35,455 KWETIAUW AYM SRM 1 31,819 138,185 13,819 -4 152,000 152,000 7",CORD-v2
1001-Choco Bun 22.000 x1 22.000 4005-Maple glazed 25.000 x1 25.000 6002-Plastic Bag Medium 0 x1 0 47.000 50.000 3.000 3,CORD-v2
"BANANA RHUM RAISIN 1 46,500 W. CHARCOAL 9,000 PRAWN & SPINACH PASTA 1 80,500 ORIGINAL BREWED TEA 1 23,000 159,000 9,540 16,854 185,394",CORD-v2
"AMBUSH DBL CHS BURG 6 99,000.00 AMBUSH CHS BURGER 2 22,000.00 121,000.00 11,000.00 121,000.00 0.00 121.000.00",CORD-v2
TRAD KY TOAST CARTE 1.00 28.182 28.182 2.818 31.000 31.000,CORD-v2
"<AYA BUN 3 28,500 CRISPY REAL CHEESE 1 16,500 45,000 50,000 5,000",CORD-v2
"Lumpia Klt Tahu (3) 1 43,000 SM Udang & Aym (4) 1 50,000 XLB Kptg&Aym(4) 1 56,000 Brokoli Bwg Putih 1 60,000 Mie Sup WT (U & A) 1 53,000 The Roselle 1 32,000 294,000 22,050 31,605 347,655 347,655",CORD-v2
"ORIGINAL 6 PCS 1 45,000 Sales included PB1 45,000 45,000 45,000",CORD-v2
"VALUE MEAL 1 1 29,090 - SUGAKIYA RAMEN 1 0 - COLD OCHA 1 0 29,090 2,909 1 32,000 32,000 3",CORD-v2
"Yakiniku Rice Organic 1 22,727 Mocca Float 1 8,636 31,363 31,363 3,137 34,500 34,500 2",CORD-v2
"ES ILAT BOYO 1 15.000 NASI PUTIH 1 7.000 SAMBEL TOMAT SEG 1 5.000 SAYAP AYAM 1 17.000 TEA TAWAR 1 6.000 50.000 1.500 5.150 56,650 5",CORD-v2
"Soft Ori 3 Top 1 17,272 Top Oreo 0 Top Oreo 0 Top Banana 0 17,272 1,727 18,999 18,999",CORD-v2
1001-Choco Bun 22.000 x1 22.000 6001-Plastic Bag Small 0 x1 0 22.000 22.000 2,CORD-v2
"Avocado with Rock Salt and Cocoa Cream [R] 28,000 Big Pearls 4,000 Avocado with Rock Salt and Cocoa Cream [R] 28,000 Red Bean 4,000 Rock salt and Cheese [R] Coffee 28,000 92,000 92,000",CORD-v2
"VALUE MEAL 2 1 33,636 EGG RAMEN 1 0 COLD OCHA 1 0 33,636 3,364 37,000 37,000 3",CORD-v2
Nats Bitter Choco cake 1 40.000 Es Kopi Susu Pandan 1 35.000 Extra Whipping Cream 1 10.000 Iced Coffee Latte 1 40.000 Iced Sugar Cane 1 28.000 Sparkling Mango Mojito 1 65.000 Iced Coffee 1 28.000 246.000 -36.900 10.455 25.646 245.201,CORD-v2
"GJ ROASTED MT ( R ) 1 x 25,000 ICE LESS 0 SUGAR SLIGHT 0 25,000 25,000 50,000 25,000 1",CORD-v2
"YANG YUM GUI 1 97,000 GALBI TANG 1 92,000 NASI(GONGGI BAB) 1 15,000 204,000 0 14,280 20,885 239,165 0 239,165",CORD-v2
Peach Iced Tea 1 35.000 Mango Mint Iced Tea 1 35.000 Nannys Customer Fries 1 45.000 Robert Olio Mushroom Spaghetti 1 59.000 Emily's Shrimp Scampi Fettucine 1 69.000 243.000 (0) 13.365 25.637 282.000 -02,CORD-v2
"GONG GIBAB 1 20,000 BO SSAM 1 320,000 HAEMUL DENJANG JJIGAE 1 85,000 MULNAENGMYON 1 85,000 510,000 0 35,700 54,255 599,955 0 599,955",CORD-v2
"BEEF CURRY UDON 1 52,727 52,727 5,273 58,000 [58,000] 42,000",CORD-v2
"[RICHE] BLACK SAKURA 1 57,273 KIWI 1 0 STRAWBERRY 1 0 ROASTED ALMOND 1 0 YELLOW VELVET 1 0 YELLOW VELVET 1 0 NATA DE COCO 1 0 [RICHE] BLACK SAKURA 1 57,273 PEACH 1 0 LONGAN 1 0 LYCHEE 1 0 MOCHI MIX 1 0 GENMATCHA 1 0 GENMATCHA 1 0 114,545 11,455 0 126,000 100,000 26,000",CORD-v2
"LM Dmplg Chli Sc 1 68,000 LM Poach Marble Beef 2 176,000 DIMSUM 23800 2 47,600 XLB Org Pork 6x 1 52,000 Oolong Jasmine Cup 1 10,000 Tea 2 20,000 373,600 28,020 40,162 441,782 441,782 ITEMS 9",CORD-v2
"CHICKEN KATSU CURRY UDON 1 46,364 KAKIAGE TEMPURA 1 10,000 COLD OCHA 1 10,909 67,273 6,727 74,000 0 [74,000]",CORD-v2
"TWIST DONUT 2 18,000 BROWNIE 1 21,000 REAL GANACHE 1 16,500 REAL CHOCOLATE ROLL 1 16,000 REDBEAN BREAD 1 9,000 80,500 80,500",CORD-v2
"Honey Mandarin 13,000 13,000 100,000 87,000 1",CORD-v2
"HZ CHOCO MT (L) TOPPING 1 x 27,000 PEARL (L) 4,000 MANGO GT (L) 1 x 25,000 PEARL (L) 4,000 60,000 60,000 100,000 40,000 2",CORD-v2
"CKM 1 OR 1 29,545 Sundae 1 8,182 37,727 3,773 41,500 51,500 10,000 2",CORD-v2
"S-Ovaltine Macchiat @22,000 1X 22,000 25% S-Hazelnut Milk Tea @20,000 1X 20,000 70% Less Ice 42,000 0 42,000 50,000 8,000",CORD-v2
"Croisant Mini (NAM) 18,000 1x 18,000 18,000 18,000 100,000 82,000",CORD-v2
"Bento Barbeque 1 13,636 Lychee Float 1 5,909 KFC Winger HC 1 20,000 39,545 3,955 43,500 50,500 7,000 3",CORD-v2
3002-Kyoto Choco Mochi 14.000 x4 56.000 3001-Sakura Mochi 14.000 x1 14.000 6001-Plastic Bag Small 0 x1 0 70.000 100.000 30.000 6,CORD-v2
Grande 3 180.000 Lemon grass tea (Dine in) 1 25.000 Cheese Tea Hokkaido Melon 3 72.000 Air Mineral 2 10.000 287.000 28.700 315.700 0 315.700,CORD-v2
"SWEEAT ICE TEA 1 16,800 OREO MILK BLEND 1 28,800 FRIED RC SFOOD 1 39,800 SHISHA 1 47,000 MASHED POTATO 1 23,800 156,200 8,591 16,480 181,271",CORD-v2
"XXL Crispy Chicken 1 40,000 - Sedang 1 0 40,000 40,000 40,000 0 1",CORD-v2
Kopi Susu Sudirman 18.000 1x 18.000 Hot 18.000 1.800 19.800 50.000 30.200,CORD-v2
"Original Hugarian Ku 25001 20,000 1x 20,000 Original Hugarian Ku 25001 20,000 1x 20,000 Original Hugarian Ku 25001 20,000 1x 20,000 Original Hugarian Ku 25001 20,000 1x 20,000 80,000 80,000 4 4",CORD-v2
"Lemon Tea (L). 1 25.000 Extra Jelly Lychee. 1 5,000 30,000 100.000 70,000",CORD-v2
"RB. AI-AI CHOCO 1 8,000 RB. COKLAT COFFEE 1 8,000 16,000 16,000 16,000 2 2",CORD-v2
Combo 1 1 30.000 30.000 100.000 70.000,CORD-v2
"Viet Milk Coffee 1 18,000 +Ice +S +strong 18.000 18.000 19.000 1.000",CORD-v2
"LEMONADE22OZ 26,000 1 x 26,000 26,000 26,000 50,000 24,000",CORD-v2
"CHOCO CHIP 1.0 27,500 NOUGAT ICE CREAM 2.0 48,000 AMANDEL BROOD 1.0 20,000 BOKKEPOOTJES 1.0 104,000 CHOCOLATE ICE CREAM 2.0 30,000 MOCCA ICE CREAM 1.0 15,000 244,500 24,450 268,950 6 Item(s)",CORD-v2
"HOT OCHA 1 10,000 OCHA 3 30,000 WAKI PLATTER FOR 4-5 1 389,000 CHAPJEA 1 95,000 KALBI PLATTER 2-3 1 315,000 MARBLED SIRLOIN STEAK 200gr 1 189,000 1,028,000 61,680 108,968 40,000 988,000 1,198,648",CORD-v2
"ALMOND CREAM CHEESE 28,000 1 28,000 28,000 28,000 50,000 22,000",CORD-v2
"escargot florentine 0001 32,000 1 32.000 Zurich Geschnitzel 0045 82,000 1 82.000 Valdostana 0050 59,000 3 177.000 Chicken Herb Crust 0056 52,000 1 52.000 Lasagna Di Carne 0079 54,000 1 54.000 Lemon Jc 0134 25,000 1 25.000 Apple Pie 25,000 1 25.000 hot tea 12,000 1 12.000 hot lemon tea 22,000 1 22.000 481,000 24,050 48,100 553,200",CORD-v2
"Pillow Kombi 1 19,500 19,500 19,500 20,000 500 1 1",CORD-v2
"Seaweed Chicken 1 42,000 - Pedas 1 0 42,000 42,000 50.000 8,000 1",CORD-v2
"ROTI ""0"" 10.000 3 x 30.000 SHOPPING BAG ROTI'O' 370/ 0 1 x 0 30.000 0) 0 30.000 50.000 50.000 20.000 4",CORD-v2
4005-Maple glazed 25.000 x1 25.000 6001-Plastic Bag Small 0 x1 0 25.000 100.000 75.000 2,CORD-v2
1001-Choco Bun 22.000 x1 22.000 6001-Plastic Bag Small 0 x1 0 22.000 52.000 30.000 2,CORD-v2
Bakmi Ayam Spc Ng 3 73.635 Box Bakmie (M) 3 0 Bakmi Ultah 1 68.182 Box Yi Fu Mie (L) 1 0 141.817 14.182 155.999 160.000 4.001 8,CORD-v2
Cheese Tart *2 Rp 58000.00 Bag-S PS Carrier Rp 58000.00 Rp 58000.00 Rp 0.00 Rp 58000.00,CORD-v2
"PILLOW COKLAT @36364 1X 36,364 PILLOW DURIAN @36364 1X 36,364 AYAM @10000 2X 20,000 BANANA SPLIT @9545 3X 28,635 DONATCOKLAT @10000 4X 40,000 AYAM @10000 1X 10,000 PLASTIK TENTENG KECIL @0 1X 0 171,363 17,136 188,499 188,499 188,499 13.00xITEMs",CORD-v2
"KCS 1 25,000 WHOP JR 15K 15,000 CHANGE TO CHICKEN BOX 909 40,909 4,091 45,000",CORD-v2
"BULGOGI SET 1 45,000 45,000 4,500 49,500 49,500",CORD-v2
"(TW) MIE GORENG AYAM 1 31,819 (TW)NASI GORENG 1 27,273 NASI GORENG 1 27,273 ES TEH TAWAR 2 13,638 100,003 10,000 110,003 -3 110,000 110,000 5",CORD-v2
Bakso Campur 1 25.455 Es Teh Manis 1 7.273 32.728 3.273 36.001 36.001 2,CORD-v2
"1.5 JAM 225,000 225,000 22,500 247,500 247,500 1",CORD-v2
"CHOCO CORONET 1 15,500 15,500 50,000 34,500",CORD-v2
"ORIGINAL COMBO 20,000 1 20,000 *ORIGINAL NO SALT* 0 1 0 *MILOR* 4,000 1 4,000 ORIGINAL COMBO 20,000 1 20,000 *ORIGINAL NO SALT* 0 1 0 *LEMONADER* 5,000 1 5,000 49,000 49,000 49,000",CORD-v2
Nu Greentea 330 6.000 1x 6.000 6.000 - 6.000 6.000,CORD-v2
"LAPIS SINGAPUR @ 15000 2X -9,000 30,000 LEMPER @9000 2X -5,400 18,000 AREM AREM -2,400 8,000 MIKA BESAR 0 PLASTIK SEDANG 0 39,200 39,200 100,000 60,800",CORD-v2
GoFood Beragam - ICE LAT TE 1 13.500 ES KOPI SUSU 1 18.000 31.500 0 31.500,CORD-v2
"BBQ Chicken 1 41,000 - Sedang 1 0 41,000 41,000 50,000 9,000 1",CORD-v2
"B16COKSER 1 125,000 125,000 125,000",CORD-v2
"DP. ORDER 19BC1054 25,000 1 25,000 0 25,000 50,000 25,000",CORD-v2
"CHOCO CROSSIANT 1 13,000 13,000 50,000 37,000",CORD-v2
"CHIKATSU BEN 20,000 10X 200,000 BOX T. O 1,000 10X 10,000 OCHA 4,000 10X 40,000 250,000 25,000 275,000 300,000 25,000",CORD-v2
"bluberry pastry 12,000 1 12,000 12,000 12,000 0",CORD-v2
"ALMOND CHOCO CREAM CHEESE 28,000 1 28,000 28,000 28,000 28,000 0",CORD-v2
"NIKU UDON 1 49,091 ABURA UDON (SPICY) 1 40,909 INARI 1 10,000 KAKIAGE TEMPURA 1 10,000 COLD OCHA 1 10,909 120,909 12,091 133,000 [133,000] 0",CORD-v2
Blend GT (M) 1 60.000 Es Kopi Susu Pandan 1 35.000 95.000 0 0 95.000,CORD-v2
"SAUSAGE DONUT 1 13,000 TLJ CROQUETTE 1 17,000 CORONET 2 27,000 SPOOKY SOBORO 2 24,000 SCREAMING RED BEAN 1 13,000 PIZZA TOAST 1 16,000 110,000 100,000 100,000 90,000",CORD-v2
"Pork Belly Cheese Fries 65,000 1 65,000 Reflection Sparkling 20,000 1 20,000 Hot Black Cofee 30,000 1 30,000 Nasi Campur ala Bali 75,000 2 150,000 Oriental ""Ketjap"" Pork Rice 55,000 1 55,000 320,000 0 16,000 33,600 369,600",CORD-v2
Hulk Topper Package 1 100.000 100.000 100.000 0,CORD-v2
"OCHA COLD 1 7,273 ABURA SOBA CHK 1 40,909 48,182 10% 4,818 53,000 53,000",CORD-v2
Thai Tea - ICE 1 20.000 Green Tea ICE 1 22.000 Thai Coffee ICE 1 20.000 62.000 62.000 0,CORD-v2
"[MD] SOFT STEAMED CHEESEC 1 10,000 CHOCO CUSTARD PASTRY 1 12,000 22,000 100,000 78,000",CORD-v2
"Handmade Oyster Mee.. 1 35,000 35,000 35,000 50,000 15,000 1",CORD-v2
"ES TEH MANIS 2 14,546 NS FILET IKN ASM MNS 1 40,910 NS+AYAM GR TPG 1 37,273 NASI GORENG SPC 1 30,001 122,730 12,273 135,003 -3 135,000 135,000 5",CORD-v2
"COLD OCHA 1 10,909 BCA PROMO 1 54,455 :-ABURA UDON SPICY 1 0 :-KAKE UDON 1 0 SKEWERED SHUMAI 1 12,727 SKEWERED TOFU ROLL 1 12,727 EBI TEMPURA 1 13,636 KITSUNE UDON (KIDS) 1 28,182 132,636 13,264 145,900 [145,900]",CORD-v2
"Pangsit Delima 1 27,000 Lumpia Udg K Th 1 30,000 Ha Kaou Udng 1 28,000 Cheong Fen Udg 1 35,000 Hatosi Rambutan 2 60,000 Sio May Kpting 1 23,500 Kwo Tie Jala2 1 50,000 Pancake Durian 1 32,000 Mie Gr Udg Gala 1 65,000 Lamien Udang T 1 46,000 Lamien Aym Ktsu 1 46,000 Ns Pgng Kj Sp 1 55,000 Kwt Polos Mdn 1 23,500 N Aym Hainam Jl 1 39,000 Chinese Tea 1 35,000 Ice Lemon Tea 1 16,000 Mineral Water 2 18,000 629,000 31,450 66,045 726,495 726,500 17 19",CORD-v2
"Combo 1 1 30,000 30.000 50.000 20.000",CORD-v2
"BLACKCURRANT 1 32,000 FRIED CALAMARI 1 85,000 SALTED EGG FISH & CHIPS 1 99,000 DANISH FISH & CHIPS 1 216,000 17,280 23,328 32,000 184,000 256,608",CORD-v2
4005-Maple glazed 25.000 x1 25.000 6001-Plastic Bag Small 0 x1 0 5003-Chokoreto Cookies 62.000 x1 62.000 87.000 100.000 13.000 3,CORD-v2
"SATE T1 40,000 40,000 4,000 44,000 50,000 6,000",CORD-v2
XXI Java Tea Spc 1 25.000 Popcorn Sweet (S) 1 30.000 55.000 100.000 45.000,CORD-v2
"TORI BAITAN UDON 1 43,636 BEEF CURRY RICE 1 49,091 INARI 1 10,000 COLD OCHA 1 10,909 113,636 11,364 125,000 125,000 5,000",CORD-v2
Caramel Small 1 38.000 38.000 100.000 62.000,CORD-v2
"PREMIUM MILK PAN BREAD 1 18,000 CREAMCHEESE WALNUT BREAD 1 34,000 ROLL-IT PIZZA BREAD 1 25,000 Pb1 10% 7,000 77,000 100,000 23,000",CORD-v2
"JAPANEESE GR TEA HOT 1 12,727 CHICKEN SKIN 1 10,909 GYU MOZZA DON 1 53,636 C.KATSU NOODLE HP 1 6,818) 45,454 115,908 11,591 127,500 127,500 4 4",CORD-v2
"TALKING ACTIVITY BK 4808539 254,500 1 254,500 KERTAS KADO 1500 1500 1,500 1 1,500 256,000 256,000 256,000 0 2 2",CORD-v2
"H N Cheesy Chic 1 18,636 Rice Organik 1 6,818 K.Chees Chic RC 1 30,455 MOCA FLT OVLTIN 1 8,636 Perkedel 1 5,909 FFries Large 1 18,182 88,636 8,865 -1 97,500 100,000",CORD-v2
DarkBeer0.5L 1 94000 Weiss 0.3 L 1 84000 Grill Sea Bass 130000 2 260000 LgrBeer0.3L 1 79000 FlyDark 0.3 1 79000 DarkBeer0.3L 1 79000 PaulanerP1 1 129000- 385000 129000- 93100 102410 645000 415000 1126510 1126510,CORD-v2
1004-Smoked Cheese & Mushroom 24.000 x1 24.000 6001-Plastic Bag Small 0 x1 0 24.000 24.000 2,CORD-v2
"DP. ORDER / 19cc0665 25,000 1 0.00 25,000 0 25,000 25,000 0",CORD-v2
"SHISAMO MENTAIKO 1 33,000 SALMON BACON 1 49,000 DYNAMITE SCALLOP 1 55,000 TOBIKO TOFU 1 29,000 166,000 10,790 17,679 194,469",CORD-v2
"Salted Egg Yalk Chicken 1 45,000 Tidak Pedas 1 0 45,000 45,000 50,000 5,000 1",CORD-v2
Arem Arem 12.000 4x 48.000 48.000 4.800 52.800 54.000 1.200,CORD-v2
"ALMOND SUGAR MILK BREAD 1 22,500 POTATO SAUSAGE BREAD 1 20,000 3,864 42,500 100,000 57,500",CORD-v2
"PREMIUM MILK PAN BREAD 1 17,500 17,500 17,500 0",CORD-v2
Cheese Tart *1 Pc Rp 29000.00 Rp 29000.00 Rp 29000.00 Rp 50000.00 Rp 21000.00,CORD-v2
"KING DEAL CHEESE BURGER R 25,000 KINGBBOBPG ML REG 25.000 MED ICED LEMON TEA 10,000 60.000 6,000 66,000 Rp. 100.000 Rp.34.000",CORD-v2
"CUSTARD BRIOCHE 1 9,000 CUSTARD SOBORO 1 12,000 21,000 21,000 0",CORD-v2
Cheese Twist 12.000 1x 12.000 12.000 1.200 13.200 13.200,CORD-v2
"Classic Milktea 1 22,000 22,000 50,000 28,000",CORD-v2
"Kupon 13 49,091 49,091 4,909 54,000 Rp. 100,000 46,000",CORD-v2
"MILK CREAM BREAD 1 12,500 REAL MILK CHOCO BREAD 1 12,500 RED BEAN BRAIDED BREAD 1 20,000 45,000 50,000 5,000",CORD-v2
"BASO TAHU 43.636 1 43.636 NASI PUTIH 6.000 1 6,000 TAHU SATUAN 14.545 1 14,545 64.181 6,418 70.599 70.599 0",CORD-v2
"mush pasta 1 80,000 chic ques 1 55,000 135,000 10,125 14,513 159,638 159,638 2",CORD-v2
Es Kopi Susu @15.000 1x 15.000 15.000 15.000,CORD-v2
DumDum Thai Iced Tea x 1 22.000 22.000 25.000 3.000,CORD-v2
"ZUPPA SOUP 05130000 28,600 CHILLY N'CHEESE 04010000 33,000 BEEF CHEDDAR PO 04080000 36,300 MINERAL WATER 13100000 6.600 104.500 105,000 500",CORD-v2
Masker Bengkuang 11000 1 11000 11000 11000 0,CORD-v2
"KFC Winger HC 2 40,000 Soaghetti Deluxe 1 8,182 48,182 4,818 53,000 60,000 7,000 3",CORD-v2
"CHCKN CHEESE 26,000 26,000 26,000 50,000 24,000 1.00xITEMS",CORD-v2
"NIKU UDON 1 49,091 49,091 4,909 54,000 [54,000] 46,000",CORD-v2
"NASI RAMES 15,000 AYAM PANGGANG 22,000 ES TEH/TAWAR 11,000 48,000 3,600 5,160 56,760 56,760",CORD-v2
THAI ICED TEA @22.000 1 22.000 NO SUGAR 22.000 22.000 52.000 30.000,CORD-v2
Nasi CampurBali 52.000 2 104.000 Sambal Besar 32.000 1 32.000 Sambal Kecil 7.000 1 7.000 Es Teh Manis 7.000 2 14.000 KrpBangka/Bawang 10.000 1 10.000 167.000,CORD-v2
"Hero 2 23,000 Choco Bite 3 19,500 42,500 0 42,500 50,000 7,500 2 5",CORD-v2
"VANBALL 9000 1X 9,000 9,000 9,000 10,000 1,000 1.00",CORD-v2
"Avocado with Rock Salt and Cocoa 1 30,000 Cream [L] 30,000 50,000 20,000",CORD-v2
"LE MINERALE 600ML 3100 1 3,100 PLASTIK SDG 1 1 (1) 1 3,100 282 3,100 5,000 1,900",CORD-v2
"DORI SAMBAL MATAH 1+1 271004 29000 1 x 29,000 29,000 2,900 31,900",CORD-v2
"GANACHE MOUSSE PIECE 1 32,500 2,955 32,500 100,000 67,500",CORD-v2
"IKAN GURAME MED 1 158,000 SOP IKAN CUMI GR JUNJAN 1 129,000 =*MEDIUM*= CUMI GR TEPUNG 1 129,000 =*MEDIUM*= AGSIO TH PC JMR 1 147,000 =*MEDIUM*= POCAI BWG PUTIH 1 90,000 =*MEDIUM*= LUMPIA UDG PREM 1 144,000 =*MEDIUM*= NASI PUTIH 10,000 6 60,000 HOT TEA 12,000 3 36,000 AQUA 1 11,000 ICED TEA 12,000 2 24,000 ICED TEA 1 12,000 940,000 56,400 99,640 797,000 83,000 60,000 1,096,040",CORD-v2
"PLASTIC BAG 1 500.00 Pink Panther (P) 1 37,500.00 Red dragon (P) 1 37,500.00 75,500.00 0.00 75,500.00 0.00 75,500.00 3",CORD-v2
"CAPPUCCINO 28,000 ORANGE JUICE 24,000 2X 48,000 76,000 100,000 24,000",CORD-v2
Pecel Pincuk 12.727 10 Rp. 127.270 Tahu Bacem 3.182 5 Rp. 15.910 Tempe Bacem 3.182 5 Rp. 15.910 Empal 12.727 2 Rp. 25.454 Peyek Parcel 25.455 1 Rp. 25.455 Rp. 209.999 Rp. 209.999 Rp. 21.000 Rp. 230.999 Rp. 250.000 Rp. 19.001,CORD-v2
"VALINO DONNA 94759141 349,900 2 -174,950 -26,242 498,608 SB SIZE 45.5 93025784 0 498,608 3",CORD-v2
Cheese Tart *1 Rp 29000.00 29000.00 Rp 29000.00 Rp 100000.00 Rp 71000.00,CORD-v2
"1517-ROTI KENTANG KEJU MANIS 23.500,00 x1 23.500,00 1009-ROTI KELAPA 8.000,00 x3 24.000,00 1439-TUNA CHEESE WHEAT SANDWICH 14.500,00 x1 14.500,00 1244-PLASTIK TENTENGAN SEDANG 0,00 x1 0,00 62.000,00 100.000,00 38.000,00 6",CORD-v2
"THAI ICETEA 20,000 ICE GREENTEA 22,000 42,000 50,000 8,000",CORD-v2
Lemon Tea (L) 1 25.000 25.000 30.000 5.000,CORD-v2
"Aqua MinWtr 330ml 2 11,818 11,818 1,182 13,000 50,000 37,000",CORD-v2
"ALMOND CREAM CHEESE 28,000 1 x 28,000 28,000 28,000 30,000 2,000",CORD-v2
"R.PISANG COKLAT 2 22,000 D.RING COKLAT 2 18,000 R.BANA CHIP 1 9,000 R.TAWAR ISI 2 1 4,500 NU GREENTEA ORGE 1 4,500 YAKULT ISI 5 PCS 2 18,000 76,000 80,000 4,000 9",CORD-v2
"T. CREAM M 21 21,000 3 63,000 63,000 100,000 37,000",CORD-v2
"PAKET BER2 1 69,091 BREAD N CHEESE DEL 1 MAC N CHEESE DEL 1 PEPSI DEL 1 P/P THUOSAND ISL DEL 1 LIPTON ICE TEA DEL 1 69,091 6,909 76,000",CORD-v2
"Bio Solar Rp. 5.150 48,540 Rp. 250.000 Rp. 250.000 Rp. 0000",CORD-v2
"TWIST DONUT 1 9,000 CUSTARD SOB RO 1 12,000 21,000 21,000 0",CORD-v2
"NASI PUTIH 13,000 AYAM GR BUMBU 22,000 2X 44,000 NESTLE 330 ML 8,000 2X 16,000 73,000 7,300 80,300 100,500 20,200 5.00 ITEMS",CORD-v2
Large 1 1 11.000 Small 1 3 30.000 *PlastiK Kcl 1 0 41.000 100.000 59.000 5,CORD-v2
Cha Keaw x1 25.000 25.000 25.000 0,CORD-v2
"AQUA BOTOL 5,455 5,455 10.000% 546 6,001 6,001",CORD-v2
"BBQ Chicken 1 41,000 - Pedas 1 0 Mineral Water 600 ml 1 8,000 Teh Pucuk 350 ml 1 7,000 56,000 56,000 60,000 4,000 3",CORD-v2
"SOUR CREAM N ONION 17,000 1 17,000 17,000 17,000 52,000 35,000",CORD-v2
"MILK PASTRY ROLL 1 9,000 CARAMEL PASTRY 1 12,000 21,000 50,000 29,000",CORD-v2
YIFUMI 1 41.818 Bihun Goreng 1 35.454 Nasi Goreng 1 31.818 109.090 10.909 1 120.000 3,CORD-v2
"BASO TAHU BIHUN 50,000 1 50,000 LIMAU KASTURI 13,636 1 13,636 LOYALTY PROGRAM 0 1 0 63,636 63,636 6,364 70,000 70,000 0",CORD-v2
"CHICKEN PICATTA 46,363 1 46,363 JAVA TEA 11,363 1 11,363 57,726 5,772 63,498 2",CORD-v2
"VANBOOLEN 9,000 JONGKONG -4,650 15,500 PLASTIK KECIL 0 SENDOK BEBEK 0 19,850 19,850 20,000 150",CORD-v2
Ayam Grg Kalasan 22727 1x Rp 22727 Tempe 4545 3x Rp 13635 MDSE ST RP36362 36362 Rp 3636 Rp2 40000 4Q,CORD-v2
"NESTLE 600 M1 1.00xITEMS 9,500 9,500 950 10,450 10,450",CORD-v2
"MACARONI -3,000 10,000 LUMPIA @9500 2X -5,700 19,000 BANANA KISMIS -2,400 8,000 SOSIS SOLO -2,700 9,000 LUMPUR -2,400 8,000 DADAR PISANG -2,550 8,500 KLEPON -2,400 8,000 BUGIS -2,400 8,000 PLASTIK TENTENG 0 54,950 54,950",CORD-v2
"Pertamax Rp. 9,850 22.10 Rp. 217,685",CORD-v2
"1013-ROTI NANAS 8.500,00 x1 8.500,00 3025-BOLU GULUNG MOCCA PTG 6.000.00 x1 6.000,00 5014-LEMPER IKAN 6.500,00 x1 6.500,00 1245-PLASTIK TENTENGAN KECIL 0,00 x1 0,00 21.000,00 50.000,00 29.000,00 4",CORD-v2
"HAI CMP SPC 1 49,090 4,909 53,999 54,000",CORD-v2
1026-Garlic Pesto 22.000 x1 22.000 1028-Dark Choco Creamcheese 26.000 x1 26.000 6001-Plastic Bag Small 0 x1 0 48.000 48.000 3,CORD-v2
